ABRIL 2021 (DADES REDASH
Dia	Hora	Temperatura modul	Irradiación (W/m2)	Isc en la radiación (A)	Isc a la temperatura (A)	Voc en la temperatura (V)	Imp temp (A)	Vmp temp (V)	P unitaria temp (W)	Potencia parque calculada con temperatura (kW)	Potencia parque calculada con temperatura kW con degradación placas	Potencia corregida comptadors (valor referencia)	Potencia instantanea inversors (W)	Potencia instantanea inversors (kW)	Diferencia inversors vs Pcalculada
2021-04-04	11:40:00+02:00	34,50	743,00	6,50125	6,5744	36,535968	6,2137472	29,190112	181,379976707686	1567,122999	1339,890164145	1309,07269036967	123.820,00	1.238,20	-7,59%
2021-04-04	11:45:00+02:00	33,80	803,00	7,02625	7,09401	36,6291072	6,70485288	29,2645248	196,214333387111	1695,29184	1449,4745232	1416,1366091664	140.421,00	1.404,21	-3,12%
2021-04-04	11:50:00+02:00	36,10	688,00	6,02	6,10547	36,3230784	5,77054136	29,0200256	167,461257993059	1446,865269	1237,069804995	1208,61719948011	108.412,00	1.084,12	-12,36%
2021-04-04	11:55:00+02:00	36,60	822,00	7,1925	7,28182	36,2565504	6,88236016	28,9668736	199,360456824396	1722,474347	1472,715566685	1438,84310865125	127.444,00	1.274,44	-13,46%
2021-04-04	12:00:00+02:00	37,50	798,00	6,9825	7,07875	36,1368	6,69043	28,8712	193,160742616	1668,908816	1426,91703768	1394,09794581336	137.936,00	1.379,36	-3,33%
2021-04-04	12:05:00+02:00	35,90	837,00	7,32375	7,40768	36,3496896	7,00131584	29,0412864	203,327218486297	1756,747168	1502,01882864	1467,47239558128	142.259,00	1.422,59	-5,29%
2021-04-04	12:10:00+02:00	34,40	823,00	7,20125	7,27363	36,5492736	6,87461944	29,2007424	200,743991365472	1734,428085	1482,936012675	1448,82848438347	147.483,00	1.474,83	-0,55%
2021-04-04	12:15:00+02:00	36,00	834,00	7,2975	7,3822	36,336384	6,9772336	29,030656	202,553668473242	1750,063696	1496,30446008	1461,88945749816	145.657,00	1.456,57	-2,66%
2021-04-04	12:20:00+02:00	37,60	846,00	7,4025	7,49952	36,1234944	7,08811776	28,8605696	204,567115945476	1767,459882	1511,17819911	1476,42110053047	148.155,00	1.481,55	-1,96%
2021-04-04	12:25:00+02:00	40,00	843,00	7,37625	7,49175	35,80416	7,080774	28,60544	202,54865581056	1750,020386	1496,26743003	1461,85327913931	147.657,00	1.476,57	-1,32%
2021-04-04	12:30:00+02:00	39,70	867,00	7,58625	7,69944	35,8440768	7,27707072	28,6373312	208,395884374462	1800,540441	1539,462077055	1504,05444928274	151.751,00	1.517,51	-1,43%
2021-04-04	12:35:00+02:00	40,80	877,00	7,67375	7,79541	35,6977152	7,36777608	28,5203968	210,131897335149	1815,539593	1552,286352015	1516,58376591866	150.025,00	1.500,25	-3,35%
2021-04-04	12:40:00+02:00	40,50	885,00	7,74375	7,8631	35,737632	7,4317528	28,552288	212,193546290406	1833,35224	1567,5161652	1531,4632934004	153.224,00	1.532,24	-2,25%
2021-04-04	12:45:00+02:00	42,00	902,00	7,8925	8,0234	35,538048	7,5832592	28,392832	215,310204478054	1860,280167	1590,539542785	1553,95713330095	154.687,00	1.546,87	-2,75%
2021-04-04	12:50:00+02:00	42,80	915,00	8,00625	8,14331	35,4316032	7,69659128	28,3077888	217,873480434162	1882,426871	1609,474974705	1572,45705028679	156.789,00	1.567,89	-2,58%
2021-04-04	12:55:00+02:00	44,30	919,00	8,04125	8,18986	35,2320192	7,74058768	28,1483328	217,88463808422	1882,523273	1609,557398415	1572,53757825146	157.778,00	1.577,78	-1,97%
2021-04-04	13:00:00+02:00	46,30	930,00	8,1375	8,30151	34,9659072	7,84611288	27,9357248	219,186850165415	1893,774385	1619,177099175	1581,93602589398	157.355,00	1.573,55	-2,82%
2021-04-04	13:05:00+02:00	45,70	922,00	8,0675	8,22689	35,0457408	7,77558632	27,9995072	217,712585151061	1881,036736	1608,28640928	1571,29582186656	157.390,00	1.573,90	-2,14%
2021-04-04	13:10:00+02:00	45,40	944,00	8,26	8,41708	35,0856576	7,95534304	28,0313984	222,999390162907	1926,714731	1647,341095005	1609,45224981989	159.472,00	1.594,72	-3,19%
2021-04-04	13:15:00+02:00	45,50	940,00	8,225	8,38285	35,072352	7,9229908	28,020768	222,008287072934	1918,1516	1640,019618	1602,299166786	158.823,00	1.588,23	-3,16%
2021-04-04	13:20:00+02:00	43,70	957,00	8,37375	8,51774	35,3118528	8,05048112	28,2121152	227,121100772865	1962,326311	1677,788995905	1639,19984899919	161.789,00	1.617,89	-3,57%
2021-04-04	13:25:00+02:00	44,70	970,00	8,4875	8,63919	35,1787968	8,16526872	28,1058112	229,491501041586	1982,806569	1695,299616495	1656,30772531562	162.626,00	1.626,26	-4,07%
2021-04-04	13:30:00+02:00	46,60	966,00	8,4525	8,61882	34,9259904	8,14601616	27,9038336	227,305079431551	1963,915886	1679,14808253	1640,52767663181	161.477,00	1.614,77	-3,83%
2021-04-04	13:35:00+02:00	47,30	970,00	8,4875	8,65921	34,8328512	8,18419048	27,8294208	227,761280775274	1967,857466	1682,51813343	1643,82021636111	163.031,00	1.630,31	-3,10%
2021-04-04	13:40:00+02:00	47,10	966,00	8,4525	8,62267	34,8594624	8,14965496	27,8506816	226,973445440821	1961,050569	1676,698236495	1638,13417705562	161.329,00	1.613,29	-3,78%
2021-04-04	13:45:00+02:00	46,80	979,00	8,56625	8,73411	34,8993792	8,25498168	27,8825728	230,170127655266	1988,669903	1700,312767065	1661,20557342251	163.990,00	1.639,90	-3,55%
2021-04-04	13:50:00+02:00	46,70	992,00	8,68	8,84709	34,9126848	8,36176392	27,8932032	233,236380130988	2015,162324	1722,96378702	1683,33561991854	165.865,00	1.658,65	-3,73%
2021-04-04	13:55:00+02:00	48,40	996,00	8,715	8,89518	34,6864896	8,40721584	27,7124864	232,984854627865	2012,989144	1721,10571812	1681,52028660324	166.051,00	1.660,51	-3,52%
2021-04-04	14:00:00+02:00	49,10	994,00	8,6975	8,88307	34,5933504	8,39577016	27,6380736	232,042913610764	2004,850774	1714,14741177	1674,72202129929	164.645,00	1.646,45	-3,95%
2021-04-04	14:05:00+02:00	49,20	1.000,00	8,75	8,93634	34,5800448	8,44611792	27,6274432	233,344643095302	2016,097716	1723,76354718	1684,11698559486	164.691,00	1.646,91	-4,46%
2021-04-04	14:10:00+02:00	50,50	994,00	8,6975	8,89385	34,407072	8,4059588	27,489248	231,073486130982	1996,47492	1706,9860566	1667,7253772982	164.498,00	1.644,98	-3,63%
2021-04-04	14:15:00+02:00	49,70	1.004,00	8,785	8,97519	34,5135168	8,48283672	27,5742912	233,908209919333	2020,966934	1727,92672857	1688,18441381289	165.597,00	1.655,97	-4,16%
2021-04-04	14:20:00+02:00	48,60	1.000,00	8,75	8,93172	34,6598784	8,44175136	27,6912256	233,762441368867	2019,707493	1726,849906515	1687,13235866516	165.673,00	1.656,73	-4,06%
2021-04-04	14:25:00+02:00	49,00	1.007,00	8,81125	8,99605	34,606656	8,5025524	27,648704	235,08455455209	2031,130551	1736,616621105	1696,67443881959	166.176,00	1.661,76	-4,31%
2021-04-04	14:30:00+02:00	49,60	1.003,00	8,77625	8,96567	34,5268224	8,47383896	27,5849216	233,750183362626	2019,601584	1726,75935432	1687,04388917064	164.940,00	1.649,40	-4,48%
2021-04-04	14:35:00+02:00	50,80	1.000,00	8,75	8,94866	34,3671552	8,45776208	27,4573568	232,22779116007	2006,448116	1715,51313918	1676,05633697886	164.534,00	1.645,34	-4,09%
2021-04-04	14:40:00+02:00	49,00	994,00	8,6975	8,8823	34,606656	8,3950424	27,648704	232,11204238505	2005,448046	1714,65807933	1675,22094350541	164.292,00	1.642,92	-4,18%
2021-04-04	14:45:00+02:00	49,30	1.002,00	8,7675	8,95461	34,5667392	8,46338568	27,6168128	233,731737978761	2019,442216	1726,62309468	1686,91076350236	165.477,00	1.654,77	-4,16%
2021-04-04	14:50:00+02:00	47,70	1.000,00	8,75	8,92479	34,7796288	8,43520152	27,7868992	234,388094367927	2025,113135	1731,471730425	1691,64788062523	165.398,00	1.653,98	-4,48%
2021-04-04	14:55:00+02:00	49,10	989,00	8,65375	8,83932	34,5933504	8,35442016	27,6380736	230,900079267404	1994,976685	1705,705065675	1666,47384916448	162.980,00	1.629,80	-4,45%
2021-04-04	15:00:00+02:00	50,10	987,00	8,63625	8,82952	34,4602944	8,34515776	27,5317696	229,756960723972	1985,100141	1697,260620555	1658,22362628224	163.326,00	1.633,26	-3,77%
2021-04-04	15:05:00+02:00	49,30	986,00	8,6275	8,81461	34,5667392	8,33106568	27,6168128	230,077481309065	1987,869439	1699,628370345	1660,53691782707	163.138,00	1.631,38	-4,02%
2021-04-04	15:10:00+02:00	49,30	983,00	8,60125	8,78836	34,5667392	8,30625568	27,6168128	229,392308183497	1981,949543	1694,566859265	1655,59182150191	162.946,00	1.629,46	-3,84%
2021-04-04	15:15:00+02:00	49,40	978,00	8,5575	8,74538	34,5534336	8,26563344	27,6061824	228,182584396179	1971,497529	1685,630387295	1646,86088838722	162.483,00	1.624,83	-3,61%
2021-04-04	15:20:00+02:00	50,10	976,00	8,54	8,73327	34,4602944	8,25418776	27,5317696	227,25239564346	1963,460698	1678,75889679	1640,14744216383	161.771,00	1.617,71	-3,64%
2021-04-04	15:25:00+02:00	49,30	969,00	8,47875	8,66586	34,5667392	8,19047568	27,6168128	226,194833597513	1954,323362	1670,94647451	1632,51470559627	160.814,00	1.608,14	-3,76%
2021-04-04	15:30:00+02:00	50,10	963,00	8,42625	8,61952	34,4602944	8,14667776	27,5317696	224,292455093764	1937,886812	1656,89322426	1618,78468010202	159.270,00	1.592,70	-3,87%
2021-04-04	15:35:00+02:00	51,60	957,00	8,37375	8,57857	34,2607104	8,10797416	27,3723136	221,934011368217	1917,509858	1639,47092859	1601,76309723243	158.324,00	1.583,24	-3,43%
2021-04-04	15:40:00+02:00	51,00	948,00	8,295	8,4952	34,340544	8,0291776	27,436096	220,28928743465	1903,299443	1627,321023765	1589,89264021841	157.150,00	1.571,50	-3,43%
2021-04-04	15:45:00+02:00	49,80	940,00	8,225	8,41596	34,5002112	7,95428448	27,5636608	219,249199313424	1894,313082	1619,63768511	1582,38601835247	156.177,00	1.561,77	-3,57%
2021-04-04	15:50:00+02:00	49,40	932,00	8,155	8,34288	34,5534336	7,88521344	27,6061824	217,680640487571	1880,760734	1608,05042757	1571,06526773589	155.068,00	1.550,68	-3,57%
2021-04-04	15:55:00+02:00	50,40	919,00	8,04125	8,23683	34,4203776	7,78498104	27,4998784	214,086031946305	1849,703316	1581,49633518	1545,12191947086	153.207,00	1.532,07	-3,13%
2021-04-04	16:00:00+02:00	50,60	911,00	7,97125	8,16837	34,3937664	7,72027656	27,4786176	212,142527358483	1832,911436	1567,13927778	1531,09507439106	151.726,00	1.517,26	-3,18%
2021-04-04	16:05:00+02:00	51,20	898,00	7,8575	8,05924	34,3139328	7,61713312	27,4148352	208,822449181262	1804,225961	1542,613196655	1507,13309313194	150.094,00	1.500,94	-2,70%
2021-04-04	16:10:00+02:00	50,50	889,00	7,77875	7,9751	34,407072	7,5376088	27,489248	207,203197630182	1790,235628	1530,65146194	1495,44647831538	149.556,00	1.495,56	-2,29%
2021-04-04	16:15:00+02:00	50,40	877,00	7,67375	7,86933	34,4203776	7,43764104	27,4998784	204,53422418285	1767,175697	1510,935220935	1476,18371085349	146.907,00	1.469,07	-2,77%
2021-04-04	16:20:00+02:00	49,10	864,00	7,56	7,74557	34,5933504	7,32067016	27,6380736	202,329220683404	1748,124467	1494,646419285	1460,26955164145	145.577,00	1.455,77	-2,60%
2021-04-04	16:25:00+02:00	48,70	847,00	7,41125	7,59374	34,6465728	7,17716912	27,6805952	198,66831309266	1716,494225	1467,602562375	1433,84770344038	143.546,00	1.435,46	-2,19%
2021-04-04	16:30:00+02:00	48,20	838,00	7,3325	7,51114	34,7131008	7,09910032	27,7337472	196,884653622319	1701,083407	1454,426312985	1420,97450778635	142.367,00	1.423,67	-2,11%
2021-04-04	16:35:00+02:00	49,30	824,00	7,21	7,39711	34,5667392	6,99132568	27,6168128	193,078132528393	1668,195065	1426,306780575	1393,50172462178	139.956,00	1.399,56	-1,88%
2021-04-04	16:40:00+02:00	49,20	806,00	7,0525	7,23884	34,5800448	6,84173792	27,6274432	189,019725774086	1633,130431	1396,326518505	1364,21100857939	137.695,00	1.376,95	-1,39%
2021-04-04	16:45:00+02:00	47,50	790,00	6,9125	7,08575	34,80624	6,697046	27,80816	186,23252669536	1609,049031	1375,736921505	1344,09497231039	136.446,00	1.364,46	-0,82%
2021-04-04	16:50:00+02:00	46,80	775,00	6,78125	6,94911	34,8993792	6,56790168	27,8825728	183,129996735842	1582,243172	1352,81791206	1321,70310008262	133.768,00	1.337,68	-1,12%
2021-04-04	16:55:00+02:00	45,50	762,00	6,6675	6,82535	35,072352	6,4509308	28,020768	180,760035330854	1561,766705	1335,310532775	1304,59839052117	131.662,00	1.316,62	-1,40%
2021-04-04	17:00:00+02:00	46,20	750,00	6,5625	6,72574	34,9792128	6,35678512	27,9463552	177,648974893595	1534,887143	1312,328507265	1282,14495159791	130.151,00	1.301,51	-0,82%
2021-04-04	17:05:00+02:00	47,10	735,00	6,43125	6,60142	34,8594624	6,23928496	27,8506816	173,768338832629	1501,358448	1283,66147304	1254,13725916008	127.875,00	1.278,75	-0,38%
2021-04-04	17:10:00+02:00	45,90	716,00	6,265	6,42593	35,0191296	6,07342184	27,9782464	169,923692730661	1468,140705	1255,260302775	1226,38931581118	124.359,00	1.243,59	-0,93%
2021-04-04	17:15:00+02:00	44,70	699,00	6,11625	6,26794	35,1787968	5,92409872	28,1058112	166,501600154482	1438,573825	1229,980620375	1201,69106610637	122.800,00	1.228,00	-0,16%
2021-04-04	17:20:00+02:00	44,20	685,00	5,99375	6,14159	35,2453248	5,80467992	28,1589632	163,453768255059	1412,240558	1207,46567709	1179,69396651693	120.904,00	1.209,04	0,13%
2021-04-04	17:25:00+02:00	44,70	661,00	5,78375	5,93544	35,1787968	5,60983872	28,1058112	157,66906792677	1362,260747	1164,732938685	1137,94408109525	116.630,00	1.166,30	0,13%
2021-04-04	17:30:00+02:00	44,80	643,00	5,62625	5,77871	35,1654912	5,46170648	28,0951808	153,447631032132	1325,787532	1133,54833986	1107,47672804322	113.824,00	1.138,24	0,41%
2021-04-04	17:35:00+02:00	44,00	624,00	5,46	5,6063	35,271936	5,2987544	28,180224	149,320085912986	1290,125542	1103,05733841	1077,68701962657	111.026,00	1.110,26	0,65%
2021-04-04	17:40:00+02:00	43,20	604,00	5,285	5,42514	35,3783808	5,12753232	28,2652672	144,931071101436	1252,204454	1070,63480817	1046,01020758209	107.780,00	1.077,80	0,67%
2021-04-04	17:45:00+02:00	41,90	584,00	5,11	5,24013	35,5513536	4,95267144	28,4034624	140,673017025594	1215,414867	1039,179711285	1015,27857792545	104.775,00	1.047,75	0,82%
2021-04-04	17:50:00+02:00	41,80	566,00	4,9525	5,08186	35,5646592	4,80308368	28,4140928	136,475265409686	1179,146293	1008,170080515	984,982168663155	101.563,00	1.015,63	0,74%
2021-04-04	17:55:00+02:00	41,50	546,00	4,7775	4,90455	35,604576	4,6355004	28,445984	131,861370210394	1139,282239	974,086314345	951,682329115065	98.483,00	984,83	1,10%
2021-04-04	18:00:00+02:00	41,00	527,00	4,61125	4,73445	35,671104	4,4747316	28,499136	127,525984431898	1101,824505	942,059951775	920,392572884175	95.448,00	954,48	1,32%
2021-04-04	18:05:00+02:00	40,90	508,00	4,445	4,56743	35,6844096	4,31687384	28,5097664	123,073064756671	1063,351279	909,165343545	888,254540643465	91.907,00	919,07	1,09%
2021-04-04	18:10:00+02:00	40,60	485,00	4,24375	4,36387	35,7243264	4,12448056	28,5416576	117,719511921376	1017,096583	869,617578465	849,616374160305	87.534,00	875,34	0,66%
2021-04-04	18:15:00+02:00	38,20	466,00	4,0775	4,17914	36,0436608	3,94988432	28,7967872	113,743978227657	982,7479719	840,2495159745	820,923777107087	85.377,00	853,77	1,61%
2021-04-04	18:20:00+02:00	38,30	445,00	3,89375	3,99616	36,0303552	3,77694208	28,7861568	108,723646939398	939,3723096	803,163324708	784,690568239716	81.333,00	813,33	1,27%
2021-04-04	18:25:00+02:00	37,60	422,00	3,6925	3,78952	36,1234944	3,58163776	28,8605696	103,368105854468	893,1004346	763,600871583	746,038051536591	77.613,00	776,13	1,64%
2021-04-04	18:30:00+02:00	37,60	403,00	3,52625	3,62327	36,1234944	3,42450776	28,8605696	98,8332445532201	853,9192329	730,1009441295	713,308622414522	74.392,00	743,92	1,89%
2021-04-04	18:35:00+02:00	36,30	381,00	3,33375	3,42076	36,2964672	3,23310688	28,9987648	93,7561059863818	810,0527557	692,5951061235	676,66541868266	70.579,00	705,79	1,91%
2021-04-04	18:40:00+02:00	36,50	360,00	3,15	3,23855	36,269856	3,0608924	28,977504	88,6970217645696	766,342268	655,22263914	640,15251843978	66.914,00	669,14	2,12%
2021-04-04	18:45:00+02:00	35,60	337,00	2,94875	3,03037	36,3896064	2,86413256	29,0731776	83,2694345868227	719,4479148	615,127967154	600,980023909458	62.776,00	627,76	2,05%
2021-04-04	18:50:00+02:00	35,20	316,00	2,765	2,84354	36,4428288	2,68755152	29,1156992	78,2499416408228	676,0794958	578,047968909	564,752865624093	58.813,00	588,13	1,74%
2021-04-04	18:55:00+02:00	33,30	295,00	2,58125	2,64516	36,6956352	2,50005408	29,3176768	73,2957774999614	633,2755176	541,450567548	528,997204494396	55.328,00	553,28	2,18%
2021-04-04	19:00:00+02:00	32,40	272,00	2,38	2,43698	36,8153856	2,30329424	29,4133504	67,7476005554217	585,3392688	500,465074824	488,954378103048	51.051,00	510,51	2,01%
2021-04-04	19:05:00+02:00	31,10	249,00	2,17875	2,22572	36,9883584	2,10362336	29,5515456	62,1653216482652	537,108379	459,227664045	448,665427771965	46.454,00	464,54	1,16%
2021-04-04	19:10:00+02:00	30,50	231,00	2,02125	2,0636	37,068192	1,9503968	29,615328	57,7616409621504	499,0605779	426,6967941045	416,882767840097	43.277,00	432,77	1,42%
2021-04-04	19:15:00+02:00	29,10	210,00	1,8375	1,86907	37,2544704	1,76653816	29,7641536	52,5795131345014	454,2869935	388,4153794425	379,481825715322	39.159,00	391,59	0,82%
2021-04-04	19:20:00+02:00	28,70	192,00	1,68	1,70849	37,3076928	1,61476712	29,8066752	48,1308390694794	415,8504496	355,552134408	347,374435316616	35.696,00	356,96	0,40%
2021-04-04	19:25:00+02:00	28,10	174,00	1,5225	1,54637	37,3875264	1,46154056	29,8704576	43,6568853281603	377,1954892	322,502143266	315,084593970882	32.044,00	320,44	-0,64%
2021-04-04	19:30:00+02:00	27,50	156,00	1,365	1,38425	37,46736	1,308314	29,93424	39,16338527136	338,3716487	289,3077596385	282,653681166815	28.428,00	284,28	-1,74%
2021-04-04	19:35:00+02:00	26,40	137,00	1,19875	1,20953	37,6137216	1,14317864	30,0511744	34,3538606809948	296,8173563	253,7788396365	247,941926324861	24.861,00	248,61	-2,04%
2021-04-04	19:40:00+02:00	25,60	119,00	1,04125	1,04587	37,7201664	0,98849656	30,1362176	29,7895474290115	257,3816898	220,061344779	214,999933849083	21.703,00	217,03	-1,38%
2021-04-04	19:45:00+02:00	24,90	99,00	0,86625	0,86548	37,8133056	0,81800224	30,2106304	24,7123633390121	213,5148192	182,555170416	178,356401496432	17.652,00	176,52	-3,31%
2021-04-04	19:50:00+02:00	24,10	84,00	0,735	0,72807	37,9197504	0,68813016	30,2956736	20,8473667216758	180,1212485	154,0036674675	150,461583115748	14.743,00	147,43	-4,27%
2021-04-04	19:55:00+02:00	23,80	78,00	0,6825	0,67326	37,9596672	0,63632688	30,3275648	19,2982446871818	166,7368341	142,5599931555	139,281113312924	13.688,00	136,88	-3,98%
2021-04-04	20:00:00+02:00	23,40	64,00	0,56	0,54768	38,0128896	0,51763584	30,3700864	15,7206451845366	135,8263744	116,131550112	113,460524459424	11.286,00	112,86	-2,82%
2021-04-04	20:05:00+02:00	22,50	53,00	0,46375	0,4445	38,13264	0,420116	30,46576	12,79915322816	110,5846839	94,5499047345	92,3752569256065	9.377,00	93,77	-0,82%
2021-04-04	20:10:00+02:00	21,90	40,00	0,35	0,32613	38,2124736	0,30823944	30,5295424	9,41040905283226	81,30593422	69,5165737581	67,9176925616637	6.188,00	61,88	-10,99%
2021-04-04	20:15:00+02:00	21,10	35,00	0,30625	0,27622	38,3189184	0,26106736	30,6145856	7,99246904008602	69,05493251	59,04196729605	57,6840020482408	6.060,00	60,60	2,64%
2021-04-04	20:20:00+02:00	20,30	30,00	0,2625	0,22631	38,4253632	0,21389528	30,6996288	6,56650569807206	56,73460923	48,50809089165	47,3924048011421	4.572,00	45,72	-5,75%
2021-04-04	20:25:00+02:00	19,30	24,00	0,21	0,16611	38,5584192	0,15699768	30,8059328	4,8364599798359	41,78701423	35,72789716665	34,906155531817	3.504,00	35,04	-1,93%
2021-04-04	20:30:00+02:00	18,30	18,00	0,1575	0,10591	38,6914752	0,10010008	30,9122368	3,09431737665894	26,73490213	22,85834132115	22,3325994707636	2.255,00	22,55	-1,35%
2021-04-04	20:35:00+02:00	17,80	13,00	0,11375	0,05831	38,7580032	0,05511128	30,9653888	1,70654221246566	14,74452472	12,6065686356	12,3166175569812	1.476,00	14,76	17,08%
2021-04-04	20:40:00+02:00	17,00	9,00	0,07875	0,01715	38,864448	0,0162092	31,050432	0,5033026623744	4,348535003	3,717997427565	3,63248348673101	668,00	6,68	79,67%
2021-04-04	20:45:00+02:00	16,70	6,00	0,0525	-0,01141	38,9043648	-0,01078408	31,0823232	-0,335194259974656	-2,896078406	-2,47614703713	-2,41919565527601	144,00	1,44	-158,15%
2021-04-04	20:50:00+02:00	16,70	3,00	0,02625	-0,03766	38,9043648	-0,03559408	31,0823232	-1,10634669856666	-9,558835476	-8,17280433198	-7,98482983234446	7,00	0,07	-100,86%
2021-04-04	20:55:00+02:00	16,00	2,00	0,0175	-0,0518	38,997504	-0,0489584	31,156736	-1,5253839437824	-13,17931727	-11,26831626585	-11,0091449917355	0,00	0,00	-100,00%
2021-04-04	21:00:00+02:00	15,70	1,00	0,00875	-0,06286	39,0374208	-0,05941168	31,1886272	-1,8529687388457	-16,0096499	-13,6882506645	-13,3734208992165	0,00	0,00	-100,00%
2021-04-04	21:05:00+02:00	15,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:10:00+02:00	15,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:15:00+02:00	14,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:20:00+02:00	14,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:25:00+02:00	14,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:30:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:35:00+02:00	13,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:40:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:45:00+02:00	13,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:50:00+02:00	14,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	21:55:00+02:00	14,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:00:00+02:00	14,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:05:00+02:00	14,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:10:00+02:00	14,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:15:00+02:00	14,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:20:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:25:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:30:00+02:00	14,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:35:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:40:00+02:00	13,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:45:00+02:00	13,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:50:00+02:00	13,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	22:55:00+02:00	14,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:00:00+02:00	14,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:05:00+02:00	14,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:10:00+02:00	14,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:15:00+02:00	14,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:20:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:25:00+02:00	14,00	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:30:00+02:00	14,20	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:35:00+02:00	14,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:40:00+02:00	13,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:45:00+02:00	13,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:50:00+02:00	13,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-04	23:55:00+02:00	13,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:00:00+02:00	13,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:05:00+02:00	13,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:10:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:15:00+02:00	13,10	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:20:00+02:00	13,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:25:00+02:00	13,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:30:00+02:00	12,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:35:00+02:00	12,80	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:40:00+02:00	12,60	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:45:00+02:00	12,30	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:50:00+02:00	12,40	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	00:55:00+02:00	12,50	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	01:00:00+02:00	12,70	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
2021-04-05	01:05:00+02:00	12,90	0,00	0	0	0	0	0	0	0	0	0	0,00	0,00	0,00%
